,PPO,CPPO,PPO-DeepSeek 10%,PPO-DeepSeek 1%,PPO-DeepSeek 0.1%,CPPO-DeepSeek 10%,CPPO-DeepSeek 1%,CPPO-DeepSeek 0.1%,CPPO-DeepSeek Phase1 EP90,CPPO-DeepSeek Phase1 EP100,CPPO-DeepSeek Phase1 EP110,Nasdaq-100
2021-08-12,3658542.15797817,2398317.297331059,1834359.933592033,2248664.357540494,2033748.6129941102,1678122.9094784067,1833922.4794701592,1800073.9564078792,2023715.7736392373,1987367.6229932082,2018047.717979827,2372156.668940395
2021-08-13,3603554.458613973,2376000.3965387456,1832865.3581714784,2267515.667180892,2033794.5169917059,1685152.7107393767,1826365.8456836706,1823910.3987721014,2012177.3757114739,1983916.6919685141,2004536.2497105014,2379655.520177919
2021-08-16,3564734.319054651,2353417.4023767333,1836060.9308886246,2256050.8433769676,2006891.6050620845,1674814.2376578469,1820247.72758712,1816883.120735253,1990249.861885092,1967008.03413641,1982987.9592469826,2380298.4894061303
2021-08-17,3550512.468898399,2344791.327491848,1800386.5103827864,2218355.144882403,1985324.0196349586,1641137.5957133304,1799845.2736216374,1777404.1716359498,1984761.9428403003,1962486.6633894376,1975204.9946119962,2358612.8629770856
2021-08-18,3542933.596611027,2336359.0892410106,1778754.9626270568,2116660.249203909,1969940.0341722476,1563055.431497551,1813009.117676946,1660737.7157044483,2006292.4354880832,1991586.0773699337,2006260.6435147682,2335831.3639714005
2021-08-19,3583685.7401551194,2363315.716036808,1794476.036733905,2165501.622303659,1989882.7953510936,1596034.8625522214,1828465.2178075737,1710608.512479525,2024872.6720446073,2008664.6374279824,2025746.628388064,2347782.638940384
2021-08-20,3633277.9283615234,2389688.960980367,1812956.7556650979,2159041.439166703,2013218.1229782228,1596362.7191434358,1841454.7446490396,1688708.2756833902,2053585.8418786076,2032458.5571911288,2054996.3424579615,2372721.0325705055
2021-08-23,3674357.6757690744,2419775.872114119,1822881.4601678064,2162963.688117535,2013120.574558935,1618571.5189012599,1850985.3634859587,1693572.8085619907,2055838.872948569,2041636.4969941783,2070614.2442156782,2407346.7985336985
2021-08-24,3691215.998308634,2424366.4915436506,1822236.6834766844,2187067.2262693993,2012820.886009655,1636905.0193542645,1857448.7213728614,1716325.8490761542,2054118.9211655206,2045403.494552367,2070515.0528403285,2414399.1945382617
2021-08-25,3648728.8413752224,2405169.5276240297,1799331.923665586,2141202.9228605246,2005941.9773029154,1595440.1235636978,1845347.1952224667,1667407.0437762656,2050485.4223140846,2011435.495400233,2010987.6552051608,2416166.285229931
2021-08-26,3702682.2981975833,2434514.643921983,1809263.5856000981,2138284.1593490033,2044704.0110975264,1597070.3205959667,1876061.1717562014,1651932.0050988186,2064053.1134997783,2040450.3402995786,2051965.2756539318,2401954.331682769
2021-08-27,3736207.3047575247,2446102.9389254455,1811214.9133318383,2125101.1424901644,2048152.656996963,1585637.6853823606,1880618.5253312222,1633573.171011439,2083068.1163421795,2054051.7200022128,2062064.7804450952,2426232.5611100956
2021-08-30,3713298.612788405,2422272.676919769,1810653.2394804165,2125077.626779413,2043439.0944020194,1587022.0155591436,1879039.6374610306,1633278.10510019,2068803.500566493,2053503.930287167,2058613.8959153017,2453294.841154514
2021-08-31,3748375.6182101774,2441784.302719631,1823907.054253198,2143339.362329847,2041879.1214347598,1588594.618681587,1881233.883324228,1650333.4326639299,2080496.7456173978,2054384.4502297,2054486.0852567467,2449745.0000621784
2021-09-01,3790029.229144259,2465625.762110267,1827894.358689636,2162494.2601239984,2047028.7257614913,1608472.5957984063,1890156.8595940222,1671429.0272832755,2084427.0927924104,2041417.480935217,2032955.7131463694,2454313.643398642
2021-09-02,3802159.529797335,2471512.549113414,1830002.0124733308,2149584.2992865434,2051803.7228841167,1601795.7106674577,1895020.434535134,1663366.090454184,2074635.4330985008,2047504.2435248315,2039887.3680144893,2453162.808313954
2021-09-03,3796641.0837205774,2472107.976227849,1814515.7741262189,2128124.2989491983,2039625.4778895143,1587983.8358852747,1861041.3534768033,1646730.5128677532,2058745.7961270846,2053290.9433488685,2044617.7345169047,2460804.899830829
2021-09-07,3735572.5741384653,2440479.235274541,1808265.3892228424,2122094.172637824,2042468.4048532064,1588579.3032514132,1858913.1507862716,1649453.7040330998,2052154.6048105974,2059831.4151655885,2047185.88079849,2464404.9441078887
2021-09-08,3705496.8440251676,2415008.36084237,1789209.5991966724,2104498.780346225,2050808.1318396765,1583164.186764734,1847973.9922332529,1636144.5185276675,2042339.9897371905,2049748.368754389,2037694.0469943162,2455772.452760262
2021-09-09,3651867.859300227,2406832.939280915,1791098.9440948837,2101562.3116343217,2045445.8896703995,1574279.2011696978,1842880.3331480438,1631179.8590919902,2031959.48890761,2042630.6268799054,2026884.4263463123,2446371.253932775
2021-09-10,3660234.505309446,2407503.1538975514,1789068.7302484233,2093604.3514312238,2057318.5992573393,1574519.3729333414,1848237.29842518,1616428.668005319,2039007.4067161796,2033766.7298594937,2016558.6441137227,2427458.7777351486
2021-09-13,3654795.507066731,2390027.5802201214,1778894.3180558651,2067289.5029578023,2061656.4311357313,1559445.464201405,1844652.5929847595,1601490.1148691862,2027218.3382672751,2018579.6532770519,2001116.7387106793,2426476.2077588947
2021-09-14,3690425.978263954,2418749.346586336,1777419.8581570906,2072129.7637939525,2070506.3641319969,1579793.0574212286,1858120.2747770918,1606595.995796209,2038164.9638735878,2049981.0119826107,2030868.3338086277,2418364.171445565
2021-09-15,3690663.8673323896,2421164.426831804,1776934.0990800702,2076991.2111901215,2069001.9575991987,1577803.666392693,1853084.8185084185,1606250.3774998456,2045988.0430983927,2060983.3794966822,2042569.6425866126,2437328.5396200614
2021-09-16,3664144.849272779,2410474.5576405185,1771911.4519763833,2065168.521491388,2054301.4390776965,1573880.165493006,1836361.5047577482,1595203.8899552417,2049397.2210505204,2051789.6066731622,2035118.7933312126,2439274.795805839
2021-09-17,3583374.1091731386,2357346.685473676,1743205.6485783053,2021258.166331565,2031167.3701986438,1539452.9616473776,1805113.0625916668,1564202.6393469635,2001881.251412359,2013673.6967508576,1993603.2584022805,2410593.117619307
2021-09-20,3606902.9288857365,2362316.7435521786,1731695.5741299707,2008853.1352624632,2030958.6772021833,1536407.0844620464,1799840.9676542939,1554151.9410189635,2010573.5710794472,2018530.536532142,1995168.647903506,2360084.415043085
2021-09-21,3667605.5221827887,2401492.7020452768,1734520.6112567887,2019932.2107178497,2049903.5532966126,1552834.3783484146,1817746.4906269445,1557395.6863530334,2049839.1294107058,2051068.0633156467,2023499.9308458974,2362533.6242354573
2021-09-22,3691747.827915894,2419664.1944826175,1747729.368239082,2017158.9841660755,2074145.4885323236,1564539.6687991365,1836357.471680431,1555604.2158377285,2064547.3119597235,2070914.4913582734,2046201.5587240208,2385917.2544047153
2021-09-23,3672797.218565801,2410198.4129476254,1747461.4045611322,2012293.5612294595,2080984.4606457779,1567605.8999991703,1835542.4422280022,1553855.937070037,2052767.3706414222,2073011.6048621521,2050109.9062683524,2407937.875785039
2021-09-24,3563605.036557093,2356044.7795027555,1739543.381843042,1992613.9268098483,2066919.646354147,1568843.62356551,1839675.0447024547,1530396.3381090532,2058262.6313098005,2073689.2897845488,2048291.8205155612,2409997.281044644
2021-09-27,3423726.3458380075,2276970.5264678886,1702006.2762114627,1930051.3212296756,2010049.2670399798,1526757.2194092297,1800296.0242826473,1479281.2701187623,2021394.3219628264,2029800.5262862686,2000350.521582926,2390367.9893440283
2021-09-28,3408214.011852977,2271258.4310929473,1705148.7012397663,1928945.5287068184,1998537.1339102054,1532035.1727068652,1803331.1028893564,1483184.2151565154,2030869.2969045397,2047340.0274983805,2007552.2456216412,2322056.5005371124
2021-09-29,3421236.8989040554,2274452.5345384255,1705671.8155710471,1911679.3272112191,1984150.9954043822,1512341.3459994623,1791361.5972780327,1463240.2405233935,2029080.8540722379,2043154.1795693499,2007039.2623287248,2319319.42904701
2021-09-30,3426485.479565553,2268071.957170999,1714915.6991736763,1894897.337534606,2003165.579597522,1507845.570087528,1805857.046396015,1433975.9824922513,2036340.3105590767,2047294.1255858745,2015660.5117552653,2309372.7503561433
2021-10-01,3319762.127561055,2207970.717648944,1682816.1258539716,1840664.650267594,1968051.0420664658,1480697.5902338265,1777670.2928294828,1386761.6075295697,1991329.6560957506,2014783.1460590179,1972040.2622387207,2325447.5951676597
2021-10-04,3333419.973806607,2238905.6890894305,1701244.7315999146,1871135.6617610164,1988150.9990007798,1501768.2884411486,1813311.0339826385,1413735.9029908937,2028935.4606959508,2058337.885443707,2010883.7142281905,2275179.3151825024
2021-10-05,3320631.095063931,2227834.924290811,1695030.2875108044,1887395.5442817474,2002803.8326620336,1513851.5633668473,1822546.8931658184,1428526.8485465376,2056682.4579286326,2071973.7291719436,2024373.449901605,2306940.7361383555
2021-10-06,3347905.9140511174,2240761.3913598107,1721956.093188116,1922677.7024784393,2025567.3002520038,1543230.2837610177,1846571.357754748,1463608.0960592132,2076567.3899284818,2081255.5740744055,2040892.112852147,2321498.431495912
2021-10-07,3295390.776399417,2215838.858947531,1724565.2621825451,1916987.184090224,2022508.292315582,1564950.8603401734,1838449.7162138585,1477227.702651713,2065786.731107211,2072826.8719792848,2030627.8123255414,2341995.608833365
2021-10-08,3253928.3716080757,2173995.2366001424,1714098.1058483694,1901221.69574921,2005294.5583657396,1555672.127262526,1825357.4462148047,1457997.1210778556,2075850.6652323345,2059116.5267391114,2017620.575518459,2329987.836090747
2021-10-11,3264086.8212954756,2168621.678306504,1708803.7696701563,1901984.3294502173,2001297.403597495,1553932.169095576,1829556.155154482,1456094.208057984,2096667.5994031215,2059950.8606900568,2018757.0136240197,2313163.167566102
2021-10-12,3329864.3792571668,2197658.491661712,1722774.9874047998,1913175.6375935823,2016291.750942227,1551532.910903707,1842871.4987501823,1459645.4611767933,2114895.3441275433,2081913.1981165495,2048935.8806029202,2305047.907195037
2021-10-13,3366171.4781295,2223767.990248989,1752303.6966654419,1932672.243402581,2045570.1501046529,1565605.4275983698,1876865.9784488298,1472357.5158179395,2132705.2032526266,2111371.2285736175,2081886.8636469552,2322732.477975464
2021-10-14,3406415.8207953647,2236560.779457879,1755312.554866036,1937420.517283809,2077590.591829011,1569975.5426063195,1883497.4641993868,1478729.943070183,2134643.9777301475,2115832.7732815337,2089801.3539081602,2366408.9416324263
2021-10-15,3454574.439742637,2256316.3589847963,1752368.7802844003,1950066.092723434,2084527.303789589,1578109.4017092597,1891275.8004883642,1482424.2075011507,2164492.934585902,2140840.4033883647,2111587.8220484555,2381265.399673388
2021-10-18,3479595.586933428,2266734.2060479186,1768091.2138591148,1973790.935485742,2098116.933333103,1593163.018341002,1907597.5525033544,1495832.9372645216,2192125.447404393,2156026.768234544,2132744.056893234,2405471.164564965
2021-10-19,3486755.1254323754,2267174.8175200955,1771943.013973058,1973202.6136752923,2095350.7927210988,1593453.4482760478,1911956.0135756964,1496046.9484881856,2176851.5461195903,2150657.7327690185,2125307.375309461,2422737.6825258066
2021-10-20,3478316.294449422,2284728.282631595,1788922.7079068674,1970932.1034124305,2113342.1973902564,1586048.5833397403,1922841.2470871974,1491646.500238061,2199086.3019515774,2196635.8631481105,2168476.9083114117,2419277.500943804
2021-10-21,3401953.2194878496,2250691.8959108414,1786082.529856922,1957849.0610725305,2106839.8319383613,1581121.3632492134,1924622.2622856556,1482631.547764995,2198101.545026125,2210379.240648628,2180467.3724883245,2435136.947993339
2021-10-22,3438359.8794149123,2281026.991313565,1803929.821822531,1992002.9324187725,2120311.6966010793,1604608.823343903,1934461.5776429116,1516575.3478281612,2217537.362309409,2235731.197554075,2203334.6608642787,2413988.971573176
2021-10-25,3445371.3298307196,2277710.1329349694,1808438.8459812554,1975713.3435125526,2123898.892806133,1602159.8686562697,1935107.1011498347,1505905.4951932533,2199753.0818931772,2230384.8736659675,2201898.7699256246,2439004.43553581
2021-10-26,3455194.721445199,2234002.490558197,1732543.2594708302,1988202.8856554087,2100771.1433230056,1579335.4877834725,1943553.7359700894,1486996.1012050174,2290712.751034754,2209397.5904358085,2178486.815103354,2446126.0720183877
2021-10-27,3508190.348166401,2273659.055216404,1735408.6339727833,2003341.9074333461,2119187.981261547,1595840.0403789843,1977008.9112150064,1496366.6538687684,2332419.584572027,2231878.865250403,2217937.514356707,2452241.4954346577
2021-10-28,3486080.6621167697,2281131.963050333,1734032.5986630297,1998088.6411784838,2124913.7378775524,1596412.211433936,1991640.238916861,1497693.347559407,2370137.1863846323,2250481.302260673,2235335.4469687296,2480503.4320094585
2021-10-29,3516285.70897064,2310284.994419828,1744975.0188596784,2010468.0543966484,2130703.89996489,1611652.6768448455,2007496.9482706334,1505734.9550022336,2405683.928415398,2257625.267836942,2235744.750953468,2491871.3060550415
2021-11-01,3551003.254025493,2330866.5407872633,1750571.9543353023,2018007.8050640193,2145297.637015449,1622276.2460840484,2018330.8359919519,1508269.5615665806,2401835.1001505754,2259147.7230094806,2237543.388587612,2500488.137693672
2021-11-02,3581280.042144449,2367820.430546154,1759455.7746379888,2032930.1986714236,2161745.7685787403,1622888.4392353566,2033544.128299701,1519471.4354603728,2415580.1585827605,2272073.5513221626,2241372.4879212966,2511054.296049255
2021-11-03,3642592.128475265,2383127.881371492,1774464.21891902,2058541.4752186004,2181027.430550303,1632264.0197660718,2036471.9615782455,1527870.4897769203,2430145.5133826863,2286170.59815882,2262736.3978999,2538096.1570613547
2021-11-04,3706377.559673347,2396583.247981813,1758236.194559509,2026066.5007989,2196881.624080046,1611902.4408740546,2040713.094902649,1489939.901654429,2410558.1805503904,2278309.7561866944,2259550.5321283718,2569811.980629247
2021-11-05,3749945.0885428367,2398165.98801027,1753162.200192141,2017241.9245734892,2196576.714237746,1608622.505522827,2048793.3238881917,1471955.4960865497,2420643.153316113,2279811.1165158628,2270547.5488420674,2571877.680477762
2021-11-08,3805387.781442999,2421502.3184151812,1747882.1875303946,2004294.2310236893,2195782.5483905394,1589569.3218870375,2045218.7456148155,1453078.2040062177,2408712.620313811,2267981.3375603664,2264002.1612307797,2568206.8604571004
2021-11-09,3652315.5235043433,2340612.498469883,1716784.908602542,1962012.387031374,2160815.4676483483,1546113.8200541504,2031073.8948791674,1421920.5838184673,2376134.9072529953,2240966.1595659186,2221208.3557286905,2549956.237254417
2021-11-10,3679162.8355991477,2349786.3914737203,1726030.5033331297,1977127.8910347754,2165969.9507494755,1550840.944900813,2056075.3446801447,1420515.938711606,2441970.981603532,2260271.923022278,2249820.295283212,2513110.630777684
2021-11-11,3701152.426107893,2380478.936606211,1742859.4748291704,1977622.5403670326,2178421.6608940037,1556026.9940110063,2075567.1825731432,1417794.6233209278,2464079.93037584,2290908.0153818526,2283429.758173004,2520483.743763559
2021-11-12,3726594.4580170456,2397820.489183393,1740023.1049098468,1963253.8810555595,2180095.576155195,1550979.5817653008,2076169.6637057785,1405254.6286060924,2446835.1762545374,2286367.5934956064,2275217.6910138526,2546804.029949347
2021-11-15,3664443.939385846,2373884.593573098,1734377.141742752,1969992.9523233015,2198102.362360052,1552279.9223250714,2094821.6572012631,1406500.0976043488,2476455.003159844,2312592.042642284,2306418.458445137,2545110.9390590144
2021-11-16,3622428.6168471095,2346884.6224017604,1715857.3759311617,1968671.342059911,2204486.902998411,1543009.5886860266,2092888.8866741913,1405132.1993691572,2481774.6735658683,2307267.0726318797,2301447.7598331273,2564078.377764687
2021-11-17,3607205.162655832,2327011.2368735773,1710350.6478539777,1968291.135684004,2208571.4317874503,1548186.7946499058,2068113.3852182194,1403122.5109230652,2470243.629128531,2295678.0988600827,2282568.3531098813,2563811.241552393
2021-11-18,3589909.0593968965,2305870.443273185,1705472.417757197,1986172.0030067055,2190296.399023307,1538814.6011085191,2051654.3418967456,1413283.9388662805,2494502.0360285,2286145.602993529,2276910.9477802226,2591307.5411785096
2021-11-19,3489570.1712536453,2240307.806625712,1678488.742539518,1963594.8942381605,2155562.996854561,1541746.6379828686,2030165.8654276782,1404494.8092883206,2464825.881473349,2254453.401765758,2225805.606975271,2605514.5818757904
2021-11-22,3441438.17640798,2219228.112286351,1680239.2806144878,1929840.3195923748,2143258.183438476,1535435.2828198883,2036232.8882987336,1370996.8820497924,2436668.1592118847,2245915.9946953687,2204547.6788523337,2575273.5344316317
2021-11-23,3452814.005207077,2219785.2808286757,1677720.346983281,1932487.3539353458,2146988.052731577,1546564.3322165792,2041767.0817549345,1370190.2871980309,2449718.5818271553,2206867.5549388775,2124665.2897466575,2563598.9143215865
2021-11-24,3384866.107813072,2190298.659406122,1643143.0311969263,1924118.7516409198,2102281.923915187,1520203.403632196,2007013.7151324209,1375925.2196326721,2404938.2979823076,2179279.2818310373,2098660.2602736186,2573202.921733235
2021-11-26,3418550.632306778,2200437.9776012204,1662443.1157761877,1947855.7990755637,2147011.5775870103,1541491.4431018769,2041735.0883069742,1384088.6673946958,2455428.6048403215,2218862.4979302227,2141976.0376941483,2519400.613891298
2021-11-29,3348644.056717367,2141669.285907918,1632233.455569053,1908239.707470821,2102974.9460542393,1520485.6793638812,1990683.214665467,1364398.4490204079,2397805.217995284,2168440.7095992207,2088861.21229283,2578144.1740278816
2021-11-30,3231996.2532118554,2075622.3549086773,1592103.6195462965,1870378.701753357,2058410.091351241,1490304.5437270957,1955644.5800400174,1338395.6810418915,2334076.2235253714,2120078.491756673,2034726.0367369212,2536747.2727158284
2021-12-01,3261598.0857430166,2099793.206727383,1616717.023960708,1882680.7641708876,2096893.7354338677,1505460.1792700035,1989853.2334173624,1342568.7824709858,2353722.8238167427,2151660.999231873,2064211.0661977232,2496155.3111515087
2021-12-02,3143092.108047513,2055726.2812590462,1603389.9096686814,1840125.2369520979,2084645.5104238188,1478817.38574451,1977377.1740262646,1312560.4600165095,2292131.6190178483,2120132.7859482714,2036204.359974422,2513926.4709110926
2021-12-03,3205712.5786455832,2086580.7935986705,1601147.5333440083,1850784.3753660945,2108132.124423919,1495706.6495308208,1995634.0563169948,1327101.4957186407,2293403.2248389143,2139233.9142062766,2059879.1758654981,2470108.6092934846
2021-12-06,3338996.193731618,2169273.241161971,1643531.114407311,1911675.7426510118,2162994.7645088453,1564614.8169438622,2031550.8156804452,1385018.27755436,2351017.4575642413,2203236.2243429413,2131256.158497204,2491193.7933511026
2021-12-07,3390229.7029690016,2180095.632457599,1657108.031967038,1927755.7420724432,2168792.3424158166,1577411.2386153082,2037199.1051884168,1404621.6359620008,2363321.9774349574,2205142.4689984047,2132170.460917328,2566576.561929313
2021-12-08,3280799.6203110917,2119145.1430757744,1638620.5917290628,1887082.3092179208,2149708.8324923017,1555324.247500766,2015821.5920675343,1386934.0986066065,2313127.152007505,2155129.7347717136,2081406.772330948,2577373.7777558747
2021-12-09,3308068.6128740273,2140029.531766388,1641509.5244165603,1894473.876437871,2164680.9138491885,1570882.0598136103,2049947.0282039565,1401320.8390332537,2324949.919799713,2172347.8496407955,2090142.3269580172,2538893.26695459
2021-12-10,3305479.589395923,2138498.412122928,1636230.7918454523,1898361.634168521,2137062.9068008703,1561153.4665126929,2030024.159596457,1411418.0425822197,2296164.1030440456,2145096.2436421816,2070277.090549304,2567570.1858177995
2021-12-13,3285005.685272973,2131276.8413866153,1627896.8581845665,1908521.4367578123,2116639.7973389016,1559675.072644168,2013699.0200273423,1429943.6811007136,2251653.613942918,2112338.5685049053,2032456.115907254,2528356.8927514125
2021-12-14,3366756.6532687866,2176177.6058153617,1657857.624373228,1937332.0978875833,2148119.9214397324,1582440.4219257773,2050665.559022088,1452061.2139514682,2284454.74065163,2155744.582794787,2075733.732332056,2502000.5278243087
2021-12-15,3270001.943928881,2119075.3655788116,1638740.309970363,1881881.4002233315,2097997.453075272,1550336.9752556481,2015983.8481031605,1409379.831340554,2221329.5679348856,2109270.083337351,2026573.0039671084,2560905.904953857
2021-12-16,3255192.532415589,2120024.1502931407,1641094.4250899074,1901248.056999664,2094930.4524187683,1552931.437783107,2003647.0357397755,1427052.637531817,2202823.5182211883,2103599.6220458737,2035160.9597497548,2493989.0514069865
2021-12-17,3226795.225050011,2108839.582009759,1622804.4513335216,1855203.4183538097,2072008.8036541648,1518690.4932281096,1990602.6757078343,1392689.615790395,2164459.4909312516,2089079.457695727,2017684.9405722946,2484166.4221756216
2021-12-20,3321237.5029894854,2162868.718602546,1657161.737694253,1898090.5782074376,2127074.5925981016,1555706.062022085,2026401.6889440487,1413678.5708923195,2216173.1595247258,2129243.7477678834,2064204.4804992862,2456839.9229235263
2021-12-21,3343355.126976308,2178503.0508384435,1664840.2586319696,1898473.4582349828,2142915.032424242,1565695.2170398938,2045774.108617609,1414586.5719372765,2237133.097111305,2158247.9352165544,2085503.9874802777,2513222.2445859243
2021-12-22,3385245.8280276614,2203935.3624755745,1683196.0672757914,1917451.3481496556,2159828.3361681276,1577061.8632190495,2063969.3792415748,1428126.6236363417,2241034.869428176,2167455.8913377654,2089492.6942135936,2543699.1088243844
2021-12-23,3465009.773924327,2243038.1054728683,1697157.4043754784,1933492.2699182676,2180800.383509658,1605582.506880678,2090370.1827260447,1439845.6857438907,2262343.7392742536,2193782.109415578,2108761.8074433296,2563833.1958502997
2021-12-27,3469611.1975772823,2241429.7622396145,1692640.2102490158,1915143.3947026378,2169310.67810735,1591656.1911980347,2089133.599201758,1425445.0016403173,2255225.805222589,2185770.074991268,2097941.757376885,2604596.493054228
2021-12-28,3471542.7417100407,2263521.7661449453,1716690.796873907,1910739.422553782,2173027.4465738735,1584849.5959145974,2093361.046047914,1419281.9043441229,2258513.6231461763,2189313.480103573,2095749.2506382724,2592201.986910018
2021-12-29,3488502.974772936,2257692.076003202,1697309.9616198645,1924709.7987999776,2167071.116203113,1590990.6100235689,2086896.7872898243,1436935.3797311268,2257030.389824512,2182154.6722753504,2092187.2643045494,2592571.3718104665
2021-12-30,3468060.1800972396,2246223.2641281006,1683265.6510471515,1905430.2931107797,2161571.4128063377,1583237.8971954463,2082908.158257078,1424536.9839532718,2241902.1969883204,2170100.455031824,2076951.8226300962,2582838.402089435
2021-12-31,3472828.573297884,2241632.9790793834,1699894.9160952596,1915184.154601592,2152199.4426429747,1595839.1122814287,2076311.4657884536,1428248.5418412276,2252104.557382724,2185204.4045107765,2091214.8718623759,2565699.3111723885
2022-01-03,3351116.7932036454,2195358.451656223,1685312.9116925101,1881161.6305892216,2131894.5403839373,1592886.2628008213,2078659.8107582286,1402609.171618164,2226503.5895474786,2167428.763053144,2063806.8245728074,2594262.9274352114
2022-01-04,3165002.192092444,2096187.0697085536,1646390.5397905034,1835677.1393600628,2098400.9788867543,1565538.4133234576,2033800.412829414,1381415.0778232564,2131855.9288763595,2094783.7868569242,1987193.9063335736,2559355.9008163163
2022-01-05,3173751.9533291254,2106808.6019936656,1642030.8949066908,1864354.1111231064,2107485.680350674,1605508.6797252123,2031831.2031178465,1411364.352312986,2123908.302387996,2095729.448629826,1978901.0765446874,2479500.4430008857
2022-01-06,3083323.8859147634,2033971.873408488,1613174.7274196665,1825408.887304795,2084401.6653999314,1575973.9170233759,2004795.5255018172,1386034.5244961511,2079743.723235733,2059087.4422268898,1952461.4460242386,2478491.159403402
2022-01-07,3060308.9787404547,2014770.2968461688,1604073.724089388,1800022.0116044416,2069635.272927703,1558305.7641306818,1996783.5347369805,1361110.227684777,2089974.6394105,2064366.8973534824,1958052.1888408216,2451266.9088394605
2022-01-10,3188178.1244176207,2109552.554478875,1678955.586661924,1992962.789520298,2136315.6177380327,1692714.8332801815,2014706.722947388,1544635.221297729,2112112.886502511,2089839.3696358334,1993672.9425241672,2454763.169162778
2022-01-11,3240348.8746037968,2115865.0281083533,1657069.6933071,1969696.0268656395,2133103.512892051,1674773.5071988523,2019394.6766148154,1514803.3553207966,2119209.2909556637,2095509.088527477,1993624.999097284,2490873.076369791
2022-01-12,3126272.7307165684,2053142.2825830318,1647052.880108684,1915870.9551924637,2092305.5699064296,1634210.0218990361,2003576.8563663457,1470017.528069603,2081912.40222568,2049506.9409741128,1937459.089184191,2500459.7352802954
2022-01-13,3139620.9697930776,2060733.436014421,1665228.0317939527,1943821.601648167,2103300.981556979,1660385.125111895,2001520.5290896478,1487862.5028281864,2088359.9114228496,2063175.305797325,1952527.2764040679,2436084.9744938654
2022-01-14,3062792.085285429,2001855.4179931218,1624885.1523772152,1846174.2707983176,2043079.997622407,1599667.810690468,1960998.0007884356,1414986.449571108,2030786.6264894812,2008778.4204730808,1899460.006715187,2454316.713929818
2022-01-18,2995922.3417086676,1962593.5336821117,1615532.2049447226,1833580.2268507294,2020696.351274358,1599743.5568396212,1940873.8816966475,1412828.8495902824,2021212.8454775007,2004682.5000911816,1900690.2932559776,2391301.7378745875
2022-01-19,2999264.4455939736,1937137.6439976976,1590933.3614732807,1806787.5589142232,1998319.6022830857,1576356.1964332892,1904989.708336536,1395374.9806370207,1997228.238052307,1976485.2313978153,1875864.1085429539,2365688.9020717028
2022-01-20,2921635.7680823943,1830506.164909931,1554554.1789599815,1740945.0700341358,1967686.4661017552,1523843.5663319686,1859592.6992566101,1347558.5680034198,1894231.4775970525,1836290.8113743651,1738595.655494026,2334029.7298040036
2022-01-21,2895279.041962085,1829026.7255763717,1550689.9150051442,1748136.8615914935,1977906.6119440806,1534422.3285013423,1870300.1948219012,1346494.07477048,1911955.2489947735,1854625.3568084093,1751311.524268059,2269878.196634053
2022-01-24,2832360.494318237,1771927.8552784103,1506088.1721040492,1667869.2565811034,1925182.4739771031,1504423.7225765344,1858158.4683111086,1281291.8480877513,1869940.9968852939,1806961.3038462908,1692494.5165419804,2281068.4404511163
2022-01-25,2805263.3932074877,1754397.5783571992,1489563.8602227732,1628030.0685368355,1889481.2302755085,1478579.6743679189,1823654.4699947163,1240939.4029890962,1857781.2304666806,1791997.3152872869,1681328.4818138604,2224400.098809693
2022-01-26,2808287.135913688,1759652.0500105217,1473320.6060822753,1596004.1500097786,1861530.9181527584,1467812.5955111892,1814130.0454782795,1218491.7805811092,1862358.6763791996,1794792.8957980752,1680912.7508365472,2228116.5162183153
2022-01-27,2921948.479448243,1802732.172114294,1502897.7720923098,1635408.4594581088,1916476.323873758,1502703.7347269827,1852505.5696791823,1252264.817263822,1890096.8258032533,1831194.9907127768,1724515.2683768473,2201445.7288988107
2022-01-28,3066441.633906994,1914228.909055866,1547238.301283781,1716903.3637377615,1989876.7896444295,1541762.7015911038,1908868.895637528,1310216.2458495456,1985862.2814107556,1917023.442097615,1815674.988753271,2272426.583983403
2022-01-31,3071912.542197201,1949263.9062518934,1559029.7747324225,1741155.67777733,2005862.6576484079,1567877.4271083244,1944398.0054132848,1333203.909992431,2030274.4742997074,1953120.6380177871,1847167.978029888,2347170.989130166
2022-02-01,3045884.2192975604,1915943.9155919796,1579903.0674722218,1748143.4254517262,2004464.0722823949,1571945.0967785835,1953922.8438506352,1336281.3581799036,2022026.754068564,1933079.518513163,1819198.4219406894,2361261.810222443
2022-02-02,2921593.091215839,1828471.7995388557,1543191.8568956023,1723570.7401131142,1950273.4383772905,1554681.741737193,1909833.8844398006,1331184.0876573804,1966209.8600172668,1869257.0592069982,1744326.2452920454,2380136.6724131657
2022-02-03,2962339.5055557336,1852662.2438955405,1553043.4021860599,1742115.6184680155,1977946.9150600878,1570026.658938913,1923923.7232795951,1337732.3785776012,1989534.722630658,1883122.5075009475,1777245.484856907,2279736.9046067335
2022-02-04,2961809.5246788473,1859271.969308563,1552192.2738381256,1734380.2046434286,1982936.6126500654,1557674.9738278931,1919509.3027082894,1331401.7125645117,1975916.124825781,1864475.3321017113,1767332.111438851,2310116.279480362
2022-02-07,3004279.951235583,1889020.4589529412,1554126.321016005,1742763.5506651984,2012836.5583673061,1544857.7914730685,1932258.6313675954,1332319.8993172827,1993075.1499781732,1870753.085395014,1775041.6370575998,2290763.6426386856
